related_bill_id,related_bill_title,related_bill_introduction_date,bill_slug,bill_congress
s1191-117,A bill to amend the Internal Revenue Code of 1986 to include biomass heating appliances in the energy credit and to extend the credit for residential energy efficient property.,2021-04-15,s1191,117
sres159-117,"A resolution designating the week of April 17, 2021, through April 25, 2021, as 'National Park Week'.",2021-04-15,sres159,117
s1140-117,"A bill to amend the Small Business Act to alter the maximum amount of a second draw loan under the Paycheck Protection Program, and for other purposes.",2021-04-15,s1140,117
s850-117,"A bill to amend the Federal Election Campaign Act of 1971 to require all political committees to notify the Federal Election Commission within 48 hours of receiving cumulative contributions of $1,000 or more from any contributor during a calendar year, and for other purposes.",2021-03-18,s850,117
s491-117,"A bill to amend the Wild and Scenic Rivers Act to designate certain river segments in the York River watershed in the State of Maine as components of the National Wild and Scenic Rivers System, and for other purposes.",2021-03-01,s491,117
s4938-116,"A bill to amend the Wild and Scenic Rivers Act to designate certain river segments in the York River watershed in the State of Maine as components of the National Wild and Scenic Rivers System, and for other purposes.",2020-12-01,s4938,116
s4927-116,"A bill to exclude EIDL advance amounts from the calculation of loan forgiveness under the paycheck protection program, and for other purposes.",2020-11-30,s4927,116
s4761-116,"A bill to amend the Employee Retirement Income Security Act of 1974, title XXVII of the Public Health Service Act, and the Internal Revenue Code of 1986 to require group health plans and health insurance issuers offering group or individual health insurance coverage to provide for 3 primary care visits and 3 behavioral health care visits without application of any cost-sharing requirement.",2020-09-30,s4761,116
s4615-116,"A bill to establish a competitive grant program to support the development, implementation, and evaluation of successful educator and school leader professional development programs on family engagement that will increase the capacity of educators and school leaders to work with families to develop and support the social-emotional learning of children.",2020-09-17,s4615,116
sres688-116,"A resolution designating September 25, 2020, as 'National Lobster Day'.",2020-09-10,sres688,116
s4315-116,"A bill to authorize the Secretary of Health and Human Services to award grants to eligible entities to conduct testing and contact tracing for COVID-19, and related activities such as supported isolation, through mobile health units and, as necessary, at individuals' residences, and for other purposes.",2020-07-23,s4315,116
s4171-116,"A bill to direct the Administrator of the Small Business Administration to establish or certify a calculator to assist lenders and recipients with paycheck protection program loan forgiveness, and for other purposes.",2020-07-02,s4171,116
s3805-116,"A bill to amend the Small Business Act and the CARES Act to modify certain provisions related to the forgiveness of loans under the paycheck protection program, to allow recipients of loan forgiveness under the paycheck protection program to defer payroll taxes, and for other purposes.",2020-05-21,s3805,116
s3366-116,A bill to amend the Federal Lands Recreation Enhancement Act to make the National Parks and Federal Recreational Lands Pass available at no cost to members of Gold Star Families.,2020-02-27,s3366,116
s3180-116,"A bill to amend the Federal Food, Drug, and Cosmetic Act to restrict direct-to-consumer drug advertising.",2020-01-09,s3180,116
s2793-116,A bill to amend the Internal Revenue Code of 1986 to require coverage without a deductible of certain primary care services by high deductible health plans,2019-11-06,s2793,116
s2425-116,"A bill to amend the Energy Policy and Conservation Act to establish the CHP Technical Assistance Partnership Program, and for other purposes.",2019-08-01,s2425,116
s2439-116,"A bill to amend the Trademark Act of 1946 to provide that the licensing of a mark for use by a related company may not be construed as establishing an employment relationship between the owner of the mark, or an authorizing person, and either that related company or the employees of that related company, and for other purposes.",2019-08-01,s2439,116
sres293-116,"A resolution designating September 25, 2019, as 'National Lobster Day'.",2019-07-30,sres293,116
s2048-116,"A bill to require the Secretary of Energy to establish a demonstration initiative focused on the development of long-duration energy storage technologies, including a joint program to be established in consultation with the Secretary of Defense, and for other purposes.",2019-06-28,s2048,116
s1620-116,"A bill to amend the Federal Meat Inspection Act to exempt from inspection the slaughter of animals and the preparation of carcasses conducted at a custom slaughter facility, and for other purposes.",2019-05-22,s1620,116
s1603-116,"A bill to amend the Internal Revenue Code of 1986 to increase the standard charitable mileage rate for delivery of meals to elderly, disabled, frail, and at-risk individuals.",2019-05-22,s1603,116
s942-116,"A bill to amend the Federal Election Campaign Act of 1971 to require all political committees to notify the Federal Election Commission within 48 hours of receiving cumulative contributions of $1,000 or more from any contributor during a calendar year, and for other purposes.",2019-03-28,s942,116
s749-116,"A bill to amend the Internal Revenue Code of 1986 to increase and make fully refundable the Child and Dependent Care Tax Credit, to increase the maximum amount excludable from gross income for employer-provided dependent care assistance, and for other purposes.",2019-03-12,s749,116
s702-116,"A bill to amend the Older Americans Act of 1965 to establish an initiative, carried out by the Assistant Secretary for Aging, to coordinate Federal efforts and programs for home modifications enabling older individuals and individuals with disabilities to live independently and safely in a home environment, and for other purposes.",2019-03-07,s702,116
s628-116,A bill to amend the Internal Revenue Code of 1986 to include biomass heating appliances for tax credits available for energy-efficient building property and energy property.,2019-02-28,s628,116
s174-116,A bill to provide for the establishment of a pilot program to identify security vulnerabilities of certain entities in the energy sector.,2019-01-17,s174,116
s101-116,"A bill to clarify the boundary of Acadia National Park, and for other purposes.",2019-01-10,s101,116
s1330-118,"A bill to amend title 38, United States Code, to provide a burial and funeral allowance for certain veterans who die at home or in other settings while in receipt of hospice care furnished by the Department of Veterans Affairs, and for other purposes.",2023-04-27,s1330,118
s1159-118,"A bill to amend the Equal Credit Opportunity Act to modify the requirements associated with small business loan data collection, and for other purposes.",2023-03-30,s1159,118
